"","Con1","Con2","Con3","Ko1","Ko2","Ko3"
"ENSMUSG00000117099",0,0,0,0,0,0
"ENSMUSG00000093401",0,0,0,0,0,0
"ENSMUSG00000099237",0,0,0,0,0,0
"ENSMUSG00000116692",0,0,0,0,0,0
"ENSMUSG00000071276",0,0,0,0,0,0
"ENSMUSG00000116879",0,0,0,0,0,0
"ENSMUSG00000117169",0,0,0,0,0,0
"ENSMUSG00000106578",0,0,0,0,0,0
"ENSMUSG00000106215",0,0,0,0,0,0
"ENSMUSG00000116970",0,0,0,0,0,0
"ENSMUSG00000023963",70,460,831,102,377,711
"ENSMUSG00000084474",0,0,0,0,0,0
"ENSMUSG00000093469",0,0,0,0,0,0
"ENSMUSG00000056910",0,0,0,0,0,0
"ENSMUSG00000117018",0,0,0,0,0,0
"ENSMUSG00000093729",0,0,0,0,0,0
"ENSMUSG00000039601",674,2502,7885,762,3513,5472
"ENSMUSG00002075909",0,0,0,0,0,0
"ENSMUSG00000091151",0,0,4,0,0,0
"ENSMUSG00000093705",0,0,0,0,0,0
"ENSMUSG00000093454",0,0,0,0,0,0
"ENSMUSG00000063239",0,2,22,23,102,88
"ENSMUSG00000116682",0,0,0,0,0,0
"ENSMUSG00000116568",0,0,0,0,0,0
"ENSMUSG00000082177",0,0,0,0,0,0
"ENSMUSG00000082741",0,28,24,0,16,4
"ENSMUSG00000023960",2212,8654,30153,2002,10650,16719
"ENSMUSG00000116657",20,44,124,11,132,68
"ENSMUSG00000116548",0,0,0,0,0,0
"ENSMUSG00000091805",0,0,0,0,0,0
"ENSMUSG00000043537",0,0,0,0,0,0
"ENSMUSG00000023961",352,2020,6030,460,2606,4473
"ENSMUSG00000090572",0,0,0,0,0,0
"ENSMUSG00000091259",0,0,0,0,0,0
"ENSMUSG00000071273",0,0,0,0,0,0
"ENSMUSG00000060701",0,0,0,0,0,0
"ENSMUSG00000023959",164,398,1444,154,967,1222
"ENSMUSG00000117295",0,0,0,0,4,0
"ENSMUSG00000117106",0,0,0,0,0,0
"ENSMUSG00000042848",0,0,0,0,0,0
"ENSMUSG00000067951",0,0,0,0,0,0
"ENSMUSG00000024070",120,491,1095,84,584,814
"ENSMUSG00000098114",0,0,0,0,0,0
"ENSMUSG00000060245",0,0,0,0,0,0
"ENSMUSG00000117148",0,2,0,0,0,0
"ENSMUSG00000045417",0,0,0,0,0,0
"ENSMUSG00000050933",0,0,0,0,0,0
"ENSMUSG00000116974",1,0,4,0,4,1
"ENSMUSG00000062165",0,0,0,0,0,0
"ENSMUSG00000024084",84,407,910,38,232,470
"ENSMUSG00000117054",0,0,0,0,0,0
"ENSMUSG00000117047",0,0,0,0,0,0
"ENSMUSG00000036533",98,456,927,82,520,530
"ENSMUSG00000118651",10,6,32,0,12,27
"ENSMUSG00000007564",2718,13950,39020,3160,15642,19962
"ENSMUSG00000093429",0,0,0,0,0,0
"ENSMUSG00000045575",2,0,0,0,0,16
"ENSMUSG00000036368",54,365,866,48,390,522
"ENSMUSG00000024087",38,55,312,66,206,84
"ENSMUSG00000117426",0,0,0,0,0,0
"ENSMUSG00000117616",0,0,0,0,0,0
"ENSMUSG00000103091",0,0,0,0,0,0
"ENSMUSG00000117394",0,0,0,0,0,0
"ENSMUSG00000117561",0,0,0,0,0,0
"ENSMUSG00000067942",158,678,1850,136,422,749
"ENSMUSG00000101511",0,0,0,0,0,0
"ENSMUSG00000093453",0,0,2,0,0,0
"ENSMUSG00000102080",0,0,8,0,0,0
"ENSMUSG00000091550",0,2,0,0,0,0
"ENSMUSG00000096857",0,0,12,0,0,0
"ENSMUSG00000094582",0,0,6,0,0,0
"ENSMUSG00000100191",0,0,12,0,0,0
"ENSMUSG00000095963",0,0,0,0,0,0
"ENSMUSG00000093788",0,0,0,0,0,0
"ENSMUSG00000059811",748,3162,9098,784,3222,4960
"ENSMUSG00000057203",0,0,0,0,0,0
"ENSMUSG00000093648",0,0,0,0,0,0
"ENSMUSG00000117458",28,148,518,30,225,188
"ENSMUSG00000117415",0,0,0,0,0,0
"ENSMUSG00000050102",0,0,0,0,0,0
"ENSMUSG00000093449",0,0,0,0,0,0
"ENSMUSG00000054142",0,0,0,0,0,0
"ENSMUSG00002075486",54,132,299,20,112,82
"ENSMUSG00000058030",0,0,0,0,0,0
"ENSMUSG00000039153",32,106,120,8,88,83
"ENSMUSG00000079693",0,0,0,0,0,0
"ENSMUSG00000116768",0,0,4,0,0,0
"ENSMUSG00000090048",0,0,0,0,0,0
"ENSMUSG00002074949",0,0,0,0,0,0
"ENSMUSG00000089849",0,0,0,0,0,0
"ENSMUSG00000073394",0,4,7,0,4,2
"ENSMUSG00000062743",138,386,1404,108,438,514
"ENSMUSG00000116633",0,0,0,0,0,2
"ENSMUSG00000116771",0,0,0,0,0,5
"ENSMUSG00000023882",101,424,1074,55,254,322
"ENSMUSG00000024095",694,2763,7043,534,2514,3537
"ENSMUSG00000088183",0,0,0,0,0,0
"ENSMUSG00000023892",188,752,2086,126,614,842
"ENSMUSG00000117518",4,0,2,0,2,2
"ENSMUSG00000088276",0,0,0,0,0,0
"ENSMUSG00000057409",162,536,1297,65,368,563
"ENSMUSG00000117037",0,12,31,3,15,13
"ENSMUSG00000038954",116,678,1527,184,724,720
"ENSMUSG00000097781",0,34,27,0,9,18
"ENSMUSG00000117326",0,0,0,0,0,0
"ENSMUSG00000117044",0,0,0,0,0,12
"ENSMUSG00000051341",193,594,1652,65,565,681
"ENSMUSG00000035473",38,78,204,16,56,88
"ENSMUSG00000117217",0,0,0,0,0,0
"ENSMUSG00002076663",0,0,0,0,0,0
"ENSMUSG00002075088",0,0,0,0,0,0
"ENSMUSG00000067931",134,562,1773,80,423,415
"ENSMUSG00000117209",0,0,0,0,0,0
"ENSMUSG00000117013",2,19,33,2,0,10
"ENSMUSG00000023932",1080,4413,13337,829,4376,6515
"ENSMUSG00000097119",131,418,1058,53,291,575
"ENSMUSG00000046711",1295,6224,15412,1107,10643,7376
"ENSMUSG00000023935",6,2,39,0,0,24
"ENSMUSG00000061242",30,80,219,36,160,118
"ENSMUSG00000023938",202,698,2076,154,688,898
"ENSMUSG00000023949",0,0,0,0,0,0
"ENSMUSG00000024097",1217,5623,13549,523,3068,3056
"ENSMUSG00000096847",32,180,623,30,124,215
"ENSMUSG00000062753",489,2290,5733,319,1554,1923
"ENSMUSG00000116884",3,19,30,0,4,16
"ENSMUSG00000046196",4,60,99,4,28,70
"ENSMUSG00000055760",170,923,2614,205,1055,1086
"ENSMUSG00000023947",56,388,911,93,430,407
"ENSMUSG00000037089",1030,4836,11934,854,4013,4834
"ENSMUSG00000024213",1132,4853,13066,1008,4999,5945
"ENSMUSG00000117338",0,0,0,0,0,0
"ENSMUSG00000116571",2,60,218,26,38,93
"ENSMUSG00000023944",24305,119673,281187,20378,114576,138989
"ENSMUSG00000035051",209,1162,2537,234,966,1499
"ENSMUSG00000052146",6,76,90,8,38,26
"ENSMUSG00000087387",0,5,18,0,10,2
"ENSMUSG00000117440",3,23,26,0,0,20
"ENSMUSG00000045257",250,1266,2627,165,919,1157
"ENSMUSG00000054901",21,39,172,2,33,89
"ENSMUSG00000066938",0,0,0,0,0,0
"ENSMUSG00000024241",290,1524,4097,316,1747,3016
"ENSMUSG00000033966",8,16,96,15,41,52
"ENSMUSG00000117375",0,0,21,0,0,1
"ENSMUSG00000040276",185,1033,3355,204,1162,1862
"ENSMUSG00000024215",16,24,72,12,58,12
"ENSMUSG00000086485",0,0,0,0,0,0
"ENSMUSG00000056692",1650,7659,24906,1680,9306,12592
"ENSMUSG00000080731",0,0,8,0,0,4
"ENSMUSG00000024242",296,1297,4302,260,1523,2508
"ENSMUSG00000024217",482,2837,6564,436,2178,2446
"ENSMUSG00000054957",0,0,1,0,1,0
"ENSMUSG00000071040",3,2,3,0,2,1
"ENSMUSG00000024245",2,10,22,2,6,12
"ENSMUSG00000024246",36,247,769,42,226,292
"ENSMUSG00000117496",0,0,0,0,0,0
"ENSMUSG00000117558",0,0,0,0,0,0
"ENSMUSG00000117413",0,0,0,0,0,2
"ENSMUSG00000039512",302,1410,5117,368,1537,3164
"ENSMUSG00000117161",0,0,0,0,0,0
"ENSMUSG00000024218",244,1626,4632,289,1231,1804
"ENSMUSG00000117216",0,0,0,0,0,0
"ENSMUSG00000054640",414,1976,7097,464,2268,4048
"ENSMUSG00000079333",0,0,0,0,0,0
"ENSMUSG00000097897",0,0,0,0,0,0
"ENSMUSG00000117397",0,0,0,0,0,0
"ENSMUSG00000117507",13,27,66,6,72,37
"ENSMUSG00002075455",0,0,0,0,0,0
"ENSMUSG00000088817",0,0,0,0,0,0
"ENSMUSG00002076240",0,0,0,0,0,0
"ENSMUSG00000117643",0,0,0,0,0,0
"ENSMUSG00000117438",70,580,1075,96,348,480
"ENSMUSG00000073371",0,0,0,0,0,0
"ENSMUSG00000117472",0,0,0,0,0,0
"ENSMUSG00000117399",0,6,40,0,10,0
"ENSMUSG00000100154",0,0,0,0,0,0
"ENSMUSG00000117509",0,0,0,0,0,0
"ENSMUSG00000024247",2910,16192,43976,2898,14834,18726
"ENSMUSG00000088410",0,0,0,0,0,0
"ENSMUSG00000094256",0,2,8,0,2,2
"ENSMUSG00000024219",404,2662,9540,406,2752,4490
"ENSMUSG00000085846",0,6,16,0,2,6
"ENSMUSG00000117130",0,0,0,0,0,0
"ENSMUSG00000117263",2,0,0,0,0,0
"ENSMUSG00000062859",36,131,317,65,228,337
"ENSMUSG00000085521",18,175,430,46,174,267
"ENSMUSG00000117120",0,0,0,0,0,0
"ENSMUSG00000117189",0,0,0,0,0,0
"ENSMUSG00000032624",260,976,2699,312,1328,2333
"ENSMUSG00000023942",859,3686,10966,1125,4508,6971
"ENSMUSG00000067389",0,20,26,0,0,4
"ENSMUSG00000024248",2292,10269,28917,3856,16037,20602
"ENSMUSG00000079471",0,0,0,0,0,0
"ENSMUSG00000045053",2,15,26,19,16,50
"ENSMUSG00000038677",8,10,48,4,10,66
"ENSMUSG00000117171",34,234,356,24,190,207
"ENSMUSG00000055817",674,2964,9068,797,3567,5229
"ENSMUSG00000117085",1,8,26,0,0,1
"ENSMUSG00000117048",82,345,833,58,222,378
"ENSMUSG00000000673",2,8,30,3,2,14
"ENSMUSG00000117040",17,4,96,12,49,45
"ENSMUSG00000097254",0,22,28,0,2,2
"ENSMUSG00000117442",0,0,14,0,12,0
"ENSMUSG00002076076",0,0,0,0,0,0
"ENSMUSG00000117421",0,18,0,0,0,0
"ENSMUSG00000117611",0,0,4,0,1,4
"ENSMUSG00000117564",0,0,0,0,0,0
"ENSMUSG00000117431",0,0,0,0,0,0
"ENSMUSG00000103015",0,0,0,0,0,0
"ENSMUSG00000117446",0,2,6,0,4,6
"ENSMUSG00000117432",0,0,0,0,0,0
"ENSMUSG00000117571",0,0,0,0,0,0
"ENSMUSG00000045817",614,2302,8434,563,3582,5305
"ENSMUSG00000024220",567,3078,8352,539,2811,3777
"ENSMUSG00000024251",212,795,2991,287,958,2043
"ENSMUSG00000065732",0,0,0,0,0,0
"ENSMUSG00000119482",0,1,2,0,0,0
"ENSMUSG00000023951",3712,16351,60996,2708,14664,21727
"ENSMUSG00000002257",40,207,460,19,227,203
"ENSMUSG00000117287",0,0,3,0,0,0
"ENSMUSG00000117109",0,0,0,0,0,0
"ENSMUSG00000040852",111,502,1270,72,511,834
"ENSMUSG00000117028",9,6,47,3,32,34
"ENSMUSG00000023967",685,3067,7587,510,2922,2889
"ENSMUSG00000117391",0,6,0,0,0,0
"ENSMUSG00000117647",0,0,3,0,0,0
"ENSMUSG00000119631",0,0,0,0,0,0
"ENSMUSG00000023966",162,873,2349,326,1537,1544
"ENSMUSG00000024253",484,2416,6570,563,2756,3393
"ENSMUSG00000034509",148,708,1610,144,624,816
"ENSMUSG00000002250",652,3312,11192,719,4081,4832
"ENSMUSG00000040505",0,6,6,4,0,3
"ENSMUSG00000023952",764,3574,11816,580,3023,3544
"ENSMUSG00000023953",100,601,1812,96,645,855
"ENSMUSG00000007570",271,1501,2969,217,1303,1335
"ENSMUSG00000117027",8,4,38,3,19,7
"ENSMUSG00000117303",0,8,4,0,0,4
"ENSMUSG00000024254",0,10,2,0,7,2
"ENSMUSG00000067150",689,3060,9840,739,3762,5526
"ENSMUSG00000076141",0,0,0,0,0,0
"ENSMUSG00000118813",0,0,3,0,0,0
"ENSMUSG00000037805",4267,25608,55956,3838,20018,20403
"ENSMUSG00000024120",1059,5039,14183,976,5248,7755
"ENSMUSG00000117412",0,10,4,0,0,0
"ENSMUSG00000117595",0,0,0,0,0,0
"ENSMUSG00000117631",0,0,0,0,0,0
"ENSMUSG00000067148",626,3317,6445,448,2506,2814
"ENSMUSG00000117451",0,0,0,0,0,0
"ENSMUSG00000097047",54,190,661,42,118,198
"ENSMUSG00000071074",1696,8499,20558,1714,7828,9629
"ENSMUSG00000002249",18,254,322,20,190,152
"ENSMUSG00000071073",627,2969,8204,506,2075,2796
"ENSMUSG00000061130",1754,5416,19580,1083,6108,9230
"ENSMUSG00000024131",18,30,175,0,27,40
"ENSMUSG00000037446",0,0,12,0,0,2
"ENSMUSG00000012296",306,1151,3027,193,1316,1264
"ENSMUSG00000024127",1424,5204,18643,1098,5765,10651
"ENSMUSG00000071037",270,1171,2948,145,1026,1092
"ENSMUSG00000047428",0,2,12,0,4,0
"ENSMUSG00000024222",508,3009,10316,707,3266,5902
"ENSMUSG00000117313",0,0,2,0,0,0
"ENSMUSG00000117084",0,12,4,0,0,0
"ENSMUSG00002076503",0,0,0,0,0,2
"ENSMUSG00000117294",2,2,2,0,0,0
"ENSMUSG00000117304",0,0,2,10,0,0
"ENSMUSG00000097714",4,2,2,0,0,3
"ENSMUSG00000097803",18,6,6,2,2,4
"ENSMUSG00000117344",0,0,0,0,0,0
"ENSMUSG00000098438",0,0,0,0,0,0
"ENSMUSG00002076476",0,10,0,0,0,0
"ENSMUSG00000117131",0,0,0,0,0,0
"ENSMUSG00000024223",0,4,0,0,0,0
"ENSMUSG00002076421",0,0,0,0,0,0
"ENSMUSG00002076730",0,0,0,0,0,0
"ENSMUSG00000024224",0,0,0,0,0,0
"ENSMUSG00000038805",4,0,0,0,0,0
"ENSMUSG00002076389",0,0,0,0,0,0
"ENSMUSG00000024225",5467,30944,40823,4326,45179,15790
"ENSMUSG00002076464",0,0,0,0,0,0
"ENSMUSG00000099152",0,0,0,0,0,0
"ENSMUSG00002076945",0,0,0,0,0,0
"ENSMUSG00000062252",107,362,1170,118,410,568
"ENSMUSG00000032842",114,705,1912,78,282,633
"ENSMUSG00000004865",695,2919,7790,625,3190,3480
"ENSMUSG00000015597",302,1061,3166,164,1110,2178
"ENSMUSG00002076149",0,0,0,0,0,0
"ENSMUSG00000117269",0,0,0,0,0,0
"ENSMUSG00000023968",0,0,14,0,0,2
"ENSMUSG00000036196",2,52,207,4,30,39
"ENSMUSG00000067144",0,0,0,2,0,0
"ENSMUSG00000091742",2,0,22,0,4,0
"ENSMUSG00000015599",34,180,436,42,184,264
"ENSMUSG00000114244",0,0,0,0,0,16
"ENSMUSG00000040658",60,273,1235,60,318,390
"ENSMUSG00000040327",526,2754,9213,606,2682,4768
"ENSMUSG00000015605",389,2727,7321,525,3618,3511
"ENSMUSG00000106514",0,0,0,0,0,0
"ENSMUSG00000023972",171,736,1640,122,906,782
"ENSMUSG00000003546",372,1890,4032,300,1509,2155
"ENSMUSG00000002767",729,3374,7847,464,2878,2958
"ENSMUSG00000053436",1432,6520,20406,1539,8594,12970
"ENSMUSG00000117145",6,2,10,0,0,6
"ENSMUSG00000038545",938,4373,14913,950,4409,6920
"ENSMUSG00000004864",120,1146,1948,102,944,664
"ENSMUSG00000117255",9,60,205,23,84,53
"ENSMUSG00000023971",239,1351,2885,215,1220,1079
"ENSMUSG00000063576",673,3268,8347,723,3630,4288
"ENSMUSG00000002768",935,5178,10544,715,3370,3377
"ENSMUSG00000059409",367,2030,5174,412,2243,2496
"ENSMUSG00000063952",496,1569,5670,509,2510,3909
"ENSMUSG00000002763",843,4110,11478,749,4190,5542
"ENSMUSG00000117301",0,0,5,0,0,0
"ENSMUSG00000087615",0,0,0,0,0,0
"ENSMUSG00000002769",52,433,1000,28,363,244
"ENSMUSG00000043286",0,0,0,0,0,0
"ENSMUSG00000048905",245,1763,3069,294,1989,1346
"ENSMUSG00000023973",1135,5819,15209,890,4550,5748
"ENSMUSG00000085333",0,0,20,0,0,1
"ENSMUSG00000087693",0,0,47,0,7,4
"ENSMUSG00000036858",0,0,0,0,0,4
"ENSMUSG00000062619",544,3230,7427,288,1972,2233
"ENSMUSG00000045378",10,31,21,5,19,16
"ENSMUSG00000117116",0,0,0,0,0,0
"ENSMUSG00000117080",9,18,40,1,24,22
"ENSMUSG00000063888",1130,5987,14157,846,4980,5775
"ENSMUSG00000036568",194,848,3078,274,1428,2732
"ENSMUSG00000036430",415,1808,4239,298,1776,1890
"ENSMUSG00000023978",0,0,0,2,0,0
"ENSMUSG00000005936",1055,4641,12889,887,4446,6239
"ENSMUSG00000023977",1178,5704,17450,1093,5471,10066
"ENSMUSG00000024006",541,2419,6807,432,2414,3758
"ENSMUSG00002076750",0,0,0,0,0,0
"ENSMUSG00000091775",0,0,0,0,0,0
"ENSMUSG00000062472",0,0,0,0,0,2
"ENSMUSG00000084632",0,0,0,0,0,0
"ENSMUSG00000086154",4,10,49,4,20,18
"ENSMUSG00000087308",0,0,0,0,0,0
"ENSMUSG00000071172",2944,11142,26042,1358,8296,9822
"ENSMUSG00000117007",2,19,108,12,30,20
"ENSMUSG00000085912",16,90,296,23,105,233
"ENSMUSG00002075192",0,0,0,0,0,0
"ENSMUSG00000023067",1681,9531,25976,1669,11479,9437
"ENSMUSG00000117050",6,10,26,0,15,11
"ENSMUSG00000064147",0,0,0,0,18,0
"ENSMUSG00000067575",868,4886,9402,762,3890,3972
"ENSMUSG00000117291",0,0,0,0,0,0
"ENSMUSG00000024008",12,46,50,4,10,14
"ENSMUSG00000117610",0,0,0,0,0,0
"ENSMUSG00000024007",254,1120,2829,182,969,946
"ENSMUSG00000117614",0,0,1,0,6,0
"ENSMUSG00000052712",1990,10172,27332,1650,7811,9608
"ENSMUSG00000094326",0,0,0,0,0,0
"ENSMUSG00000024011",11,32,73,21,26,24
"ENSMUSG00000117592",45,393,1114,89,449,656
"ENSMUSG00000024012",4707,24953,70339,5258,22662,32214
"ENSMUSG00000024013",453,2252,5194,559,2585,3525
"ENSMUSG00000117427",0,0,0,0,0,0
"ENSMUSG00000024014",119,700,1617,132,1055,907
"ENSMUSG00000091614",0,0,0,0,0,0
"ENSMUSG00000079580",4,22,80,16,28,28
"ENSMUSG00000042203",853,4011,12414,790,4213,6251
"ENSMUSG00000099329",0,0,0,0,0,0
"ENSMUSG00000089900",0,6,4,0,3,0
"ENSMUSG00000098764",0,0,0,0,0,0
"ENSMUSG00000117376",0,8,19,0,0,4
"ENSMUSG00000090083",97,416,1270,67,347,420
"ENSMUSG00000098374",0,0,0,0,0,0
"ENSMUSG00000117534",0,0,0,0,0,0
"ENSMUSG00000024019",20,98,302,28,110,105
"ENSMUSG00000024018",82,371,920,42,220,272
"ENSMUSG00000117434",1,1,11,0,0,0
"ENSMUSG00000117489",0,0,0,0,0,0
"ENSMUSG00000043557",16,134,166,4,42,55
"ENSMUSG00000086534",0,0,2,0,0,0
"ENSMUSG00000117528",0,0,0,0,0,0
"ENSMUSG00000117639",0,0,0,0,0,0
"ENSMUSG00000089524",0,0,0,0,0,0
"ENSMUSG00000023990",94,506,1396,81,623,608
"ENSMUSG00000044477",1369,6372,19620,1448,7727,9483
"ENSMUSG00000117947",0,0,0,0,0,0
"ENSMUSG00000117974",0,0,0,0,6,0
"ENSMUSG00000032717",54,308,648,38,398,311
"ENSMUSG00000065027",0,0,0,0,0,0
"ENSMUSG00000064748",0,0,0,0,0,0
"ENSMUSG00000062202",512,2466,6565,565,2223,3293
"ENSMUSG00000089222",0,0,0,0,0,0
"ENSMUSG00000117962",7,32,79,10,26,39
"ENSMUSG00000117835",0,0,0,0,0,0
"ENSMUSG00000118341",0,0,0,0,0,0
"ENSMUSG00000103207",0,2,26,0,11,10
"ENSMUSG00000117725",196,982,2748,219,739,1103
"ENSMUSG00000024026",1125,5247,13155,927,5081,6082
"ENSMUSG00000118053",0,0,0,0,0,0
"ENSMUSG00000118382",1,0,11,0,0,2
"ENSMUSG00000117749",0,0,0,0,0,0
"ENSMUSG00000099474",0,0,0,0,0,0
"ENSMUSG00000033826",7,15,25,483,1474,2006
"ENSMUSG00000118756",0,0,0,0,0,0
"ENSMUSG00000117760",0,0,0,0,0,4
"ENSMUSG00000118205",0,0,0,0,0,0
"ENSMUSG00000118119",1,13,41,0,15,18
"ENSMUSG00000118281",7,4,48,11,25,33
"ENSMUSG00000024027",3419,13880,58530,4299,18641,42262
"ENSMUSG00000117786",6,0,6,0,0,0
"ENSMUSG00000118284",0,0,0,0,0,0
"ENSMUSG00000054134",0,2,0,0,10,2
"ENSMUSG00002076283",0,0,0,0,0,0
"ENSMUSG00000118169",0,0,4,0,0,1
"ENSMUSG00000024030",1175,5418,16540,1592,6709,10369
"ENSMUSG00002075577",0,0,0,0,0,0
"ENSMUSG00000024029",0,4,16,28,46,46
"ENSMUSG00000024028",966,6030,12919,698,8403,2677
"ENSMUSG00000024032",0,3,6,0,0,4
"ENSMUSG00000024034",0,0,0,0,10,6
"ENSMUSG00000042345",2,7,5,0,25,10
"ENSMUSG00000117899",0,16,1,2,0,8
"ENSMUSG00000024033",204,982,2492,180,676,914
"ENSMUSG00000024036",1027,5609,13465,1379,7842,8818
"ENSMUSG00000118295",42,145,627,69,225,263
"ENSMUSG00000041119",0,40,39,2,6,37
"ENSMUSG00000118157",4,18,29,10,0,0
"ENSMUSG00000118081",0,0,0,0,0,0
"ENSMUSG00000118390",0,0,0,0,0,0
"ENSMUSG00000024037",397,1290,3155,212,1134,1347
"ENSMUSG00000118049",0,0,26,0,2,5
"ENSMUSG00000024038",939,6326,21819,1154,5050,6662
"ENSMUSG00000104159",0,4,32,0,2,2
"ENSMUSG00000117818",0,30,48,6,18,22
"ENSMUSG00000013562",0,0,0,0,0,0
"ENSMUSG00000118071",15,128,317,11,59,123
"ENSMUSG00000117858",0,0,0,0,0,0
"ENSMUSG00000006705",226,1377,4180,218,1384,2222
"ENSMUSG00002075796",0,0,0,0,0,0
"ENSMUSG00000118239",42,180,254,14,141,175
"ENSMUSG00000024039",735,5212,15008,398,2845,3677
"ENSMUSG00000118161",172,1062,2074,190,708,768
"ENSMUSG00000061613",917,4597,11875,570,3667,3702
"ENSMUSG00000117987",0,0,14,0,0,0
"ENSMUSG00000024041",0,0,0,0,0,0
"ENSMUSG00000117656",0,0,0,0,0,0
"ENSMUSG00000117355",0,0,0,0,0,0
"ENSMUSG00000024042",182,1570,4943,212,1250,1817
"ENSMUSG00000117562",0,0,0,0,0,0
"ENSMUSG00000117879",0,0,4,0,0,0
"ENSMUSG00000002076",0,0,42,0,2,12
"ENSMUSG00000091548",0,1,0,0,0,0
"ENSMUSG00002076533",0,0,0,0,0,0
"ENSMUSG00000058392",226,920,2957,146,932,1318
"ENSMUSG00000038146",88,183,535,26,142,166
"ENSMUSG00000117925",0,2,0,0,0,0
"ENSMUSG00000037577",0,14,8,4,36,2
"ENSMUSG00000024002",845,3634,10665,1000,5144,6652
"ENSMUSG00000116414",0,4,4,0,0,5
"ENSMUSG00000024045",550,2494,7146,375,2026,2909
"ENSMUSG00000002625",448,2653,7783,424,1602,2160
"ENSMUSG00000024050",624,2806,9944,783,4078,5520
"ENSMUSG00002075297",0,0,0,0,0,0
"ENSMUSG00000052142",47,158,567,26,149,246
"ENSMUSG00000117872",10,0,17,0,2,2
"ENSMUSG00000079563",4,0,24,0,6,2
"ENSMUSG00000061126",268,905,5042,272,1249,3236
"ENSMUSG00000091586",114,689,2361,168,1226,1378
"ENSMUSG00000048440",312,1434,4427,296,1648,1801
"ENSMUSG00000117366",0,0,0,0,0,0
"ENSMUSG00000117392",0,0,0,0,0,0
"ENSMUSG00000117479",0,0,0,0,0,0
"ENSMUSG00000062464",3,43,222,16,77,66
"ENSMUSG00000117459",0,0,0,0,0,0
"ENSMUSG00000090700",0,0,24,0,0,0
"ENSMUSG00000073424",0,0,0,0,0,0
"ENSMUSG00000117443",0,0,0,0,0,2
"ENSMUSG00000117651",0,0,0,0,0,0
"ENSMUSG00000117581",0,0,0,0,0,0
"ENSMUSG00000024298",546,1989,6045,504,2298,3844
"ENSMUSG00000091968",8,27,72,2,13,13
"ENSMUSG00000055202",10,30,112,2,10,16
"ENSMUSG00000077338",0,0,0,0,0,0
"ENSMUSG00002076627",0,0,0,0,2,0
"ENSMUSG00000097030",0,0,0,0,0,4
"ENSMUSG00000095253",115,527,1421,127,415,822
"ENSMUSG00000117347",0,0,0,0,0,0
"ENSMUSG00000117468",6,2,12,2,2,2
"ENSMUSG00000095325",55,263,796,38,218,371
"ENSMUSG00000117601",0,0,0,0,0,0
"ENSMUSG00000024292",0,0,0,0,0,0
"ENSMUSG00000024055",121,960,2548,161,960,1338
"ENSMUSG00002075941",0,0,0,0,0,0
"ENSMUSG00000053600",90,366,858,62,263,406
"ENSMUSG00000053390",171,988,1990,154,634,1096
"ENSMUSG00000067430",44,264,746,82,382,594
"ENSMUSG00000023350",0,0,0,0,0,0
"ENSMUSG00000067424",104,430,1165,86,439,660
"ENSMUSG00000048602",0,8,12,0,5,0
"ENSMUSG00000094891",0,1,6,0,0,0
"ENSMUSG00000093884",0,1,0,0,0,0
"ENSMUSG00000096169",0,0,0,0,0,8
"ENSMUSG00000094441",190,467,1214,58,496,874
"ENSMUSG00000054666",0,0,0,0,0,0
"ENSMUSG00000096910",171,488,1642,54,512,754
"ENSMUSG00000091515",0,0,0,0,0,0
"ENSMUSG00000003929",98,370,1012,86,364,584
"ENSMUSG00000055240",54,164,516,46,78,256
"ENSMUSG00000092519",0,0,0,0,0,2
"ENSMUSG00000117495",0,0,0,0,0,0
"ENSMUSG00000024299",34,100,153,20,67,36
"ENSMUSG00000024300",22,64,286,40,120,129
"ENSMUSG00000073423",110,548,1892,110,486,654
"ENSMUSG00000092412",0,0,0,0,0,0
"ENSMUSG00000032739",0,0,0,0,0,0
"ENSMUSG00000059208",2163,8757,24793,1667,8609,11666
"ENSMUSG00000079557",368,1655,4380,310,1875,2175
"ENSMUSG00002076706",0,0,0,0,0,0
"ENSMUSG00000077450",1576,7105,21656,2116,9718,11712
"ENSMUSG00000002289",22,288,370,70,764,223
"ENSMUSG00000092602",0,0,0,0,0,0
"ENSMUSG00000042099",25,254,526,43,302,249
"ENSMUSG00000067288",4219,17294,42194,2226,12769,12686
"ENSMUSG00000041881",1584,6999,15600,1050,5505,5926
"ENSMUSG00000002308",207,1465,2677,190,985,1158
"ENSMUSG00000092571",0,0,0,0,0,0
"ENSMUSG00000115113",0,0,0,0,0,0
"ENSMUSG00000079553",23,100,221,4,134,106
"ENSMUSG00000119263",0,0,0,0,0,0
"ENSMUSG00000092349",0,10,8,0,0,4
"ENSMUSG00000064043",172,752,2657,173,776,1274
"ENSMUSG00002076233",0,0,0,0,0,0
"ENSMUSG00000034729",382,1494,4054,214,1396,1414
"ENSMUSG00000023979",50,55,105,0,18,21
"ENSMUSG00000023982",0,0,0,0,0,0
"ENSMUSG00000118471",0,0,0,0,0,0
"ENSMUSG00000096361",0,24,56,2,49,31
"ENSMUSG00000047150",6,51,230,22,109,136
"ENSMUSG00000034382",321,1858,6305,498,2721,3964
"ENSMUSG00000023980",255,1150,2839,260,1032,1419
"ENSMUSG00000034165",612,3050,10125,559,2805,3480
"ENSMUSG00000023988",346,2263,5244,276,2188,2244
"ENSMUSG00000092558",249,1261,2496,158,930,1121
